school_number,school_name,percentage_alg_proficient,percentage_lit_proficient,percentage_bio_proficient,year
640,BEAVER AREA SHS,37.7,57,6,2022
6985,BEAVER COUNTY CTC,,67.1,,2022
649,BEAVER FALLS AREA SHS,25,,23.5,2022
6707,BLACKHAWK HS,29.8,50.5,23.1,2022
8044,CENTRAL VALLEY HS,20.4,62.9,31.3,2022
6563,FREEDOM AREA SHS,25,74.4,29.5,2022
675,HOPEWELL SHS,44.1,47.3,23.1,2022
7859,LINCOLN PARK PERFORMING ARTS CS,22.2,69.1,22.9,2022
695,NEW BRIGHTON AREA HS,46.7,63.1,35.5,2022
7650,PENNSYLVANIA CYBER CS,27.1,64.8,,2022
700,RIVERSIDE HS,10.3,57.8,18.6,2022
8000,ROCHESTER HIGH SCHOOL,30.8,67,,2022
714,SOUTH SIDE HS,44,16.2,32.8,2022
719,WESTERN BEAVER CO JSHS,21.7,58.6,,2022
726,BEDFORD SHS,34,55.6,45.8,2022
732,CHESTNUT RIDGE SHS,32.1,60.5,45.6,2022
7897,EVERETT AREA HS,37.5,,41.7,2022
8436,NORTHERN BEDFORD COUNTY HS,41.2,57.6,52.3,2022
753,TUSSEY MOUNTAIN HS,23.9,79.1,25.8,2022
820,ANTIETAM MS/HS,20,46.2,16.7,2022
6304,BERKS CTC-EAST CAMPUS,,66.1,,2022
7068,BERKS CTC-WEST CAMPUS,,51.7,,2022
6306,BOYERTOWN AREA SHS,21.8,59.4,37,2022
6308,BRANDYWINE HEIGHTS HS,49.3,,32.4,2022
777,CONRAD WEISER HS,15.4,,36.1,2022
4810,DANIEL BOONE AREA HS,32,66.1,14.3,2022
788,EXETER TWP SHS,26.9,58.7,31.9,2022
5023,FLEETWOOD SHS,10.6,64.4,42.1,2022
802,GOVERNOR MIFFLIN SHS,32,64.4,18.2,2022
808,HAMBURG AREA HS,32.5,68.7,22.7,2022
816,KUTZTOWN AREA SHS,46.8,66,56.2,2022
6610,MUHLENBERG HS,35.5,42.1,5.9,2022
6318,OLEY VALLEY SHS,8.6,55.6,38.5,2022
8116,READING SHS,37.3,78.8,,2022
864,SCHUYLKILL VALLEY HS,36.4,48.1,20.1,2022
4670,TULPEHOCKEN JSHS,36.9,60.3,31.8,2022
873,TWIN VALLEY HS,28.2,,27.3,2022
6980,WILSON HS,28.6,36.2,37.9,2022
887,WYOMISSING AREA JSHS,28.7,69.9,35.3,2022
913,ALTOONA AREA HS,14.2,57.3,16.9,2022
917,BELLWOOD-ANTIS HS,22.7,55.6,24.4,2022
7720,CENTRAL PA DIGITAL LRNG FOUNDATION CS,,62.8,43.5,2022
921,CLAYSBURG-KIMMEL HS,33.9,58.8,,2022
5207,HOLLIDAYSBURG AREA SHS,33.7,63.3,23.3,2022
941,CENTRAL HS,18.5,59,28.2,2022
949,TYRONE AREA HS,33.3,,37.7,2022
951,WILLIAMSBURG COMMUNITY JSHS,40,52.9,41.8,2022
958,ATHENS AREA HS,17,56.4,,2022
988,CANTON JSHS,38.2,53.7,34.2,2022
964,NORTHEAST BRADFORD JSHS,37.1,61.4,21.8,2022
6908,NORTHERN TIER CAREER CENTER,,30.4,33.3,2022
965,SAYRE AREA HS,27.3,48.1,,2022
5208,TOWANDA AREA JSHS,21.4,44.9,27.1,2022
1000,TROY AREA JSHS,30.6,37.7,26.4,2022
1005,WYALUSING VALLEY JSHS,28.4,,,2022
5116,BENSALEM TWP HS,23.6,54.2,47.2,2022
1014,BRISTOL HS,13.3,50.9,15.5,2022
1029,TRUMAN SHS,13.1,,25.4,2022
1030,BUCKS COUNTY TECHNICAL HIGH SCHOOL,,64.5,23.3,2022
1040,WILLIAM TENNENT HS,24,57,29.4,2022
7726,CENTER FOR STUDENT LRNG CS PENNSBURY,15.4,52.2,20.7,2022
5133,CENTRAL BUCKS HS-EAST,19.9,53.8,36.8,2022
7790,CENTRAL BUCKS HS-SOUTH,28.1,46.3,32.2,2022
1043,CENTRAL BUCKS HS-WEST,20.9,57.6,38.3,2022
5096,COUNCIL ROCK HS NORTH,24.5,45,36.8,2022
7749,COUNCIL ROCK HS SOUTH,22.5,62.9,35.5,2022
5175,MIDDLE BUCKS INSTITUTE OF TECHNOLOGY,,60.3,37.6,2022
8381,MORRISVILLE HS,8.8,67.4,,2022
6455,NESHAMINY HS,22.5,61.9,,2022
1084,NEW HOPE-SOLEBURY HS,36.9,66.7,26.4,2022
1094,PALISADES HS,26.8,,,2022
1100,PENNRIDGE HS,45,31.6,50,2022
4682,PENNSBURY HS,32.4,58.4,28.6,2022
1128,QUAKERTOWN COMMUNITY HS,37.4,70.1,38,2022
7568,SCHOOL LANE CS,35.1,64.8,34.6,2022
8344,BUTLER AREA SHS,41.6,58.5,,2022
6999,BUTLER COUNTY AVTS,,63.8,23.3,2022
1154,KARNS CITY HS,30.3,57.3,0,2022
1159,MARS AREA SHS,30.4,66.2,26.5,2022
1164,MONITEAU JSHS,23.7,56.9,,2022
8318,SENECA VALLEY HS,41.6,6.3,,2022
1172,SLIPPERY ROCK AREA HS,23.6,65.2,27.3,2022
1177,KNOCH HS,36.1,,,2022
6661,ADMIRAL PEARY AVTS,,66.7,,2022
5135,BLACKLICK VALLEY JSHS,34.6,61.8,,2022
5212,CAMBRIA HEIGHTS SHS,28.6,69.1,,2022
1208,CENTRAL CAMBRIA HS,38.5,57.7,,2022
5136,CONEMAUGH VALLEY JSHS,50,,14.6,2022
1225,FERNDALE AREA JSHS,25.7,4.5,45,2022
8382,FOREST HILLS JSHS,33.3,,8.7,2022
5288,GREATER JOHNSTOWN CTC,,61.8,23.1,2022
8314,GREATER JOHNSTOWN SCHOOL DISTRICTS CYBER ACADEMY,,71.7,,2022
1251,GREATER JOHNSTOWN SHS,7.7,45.7,,2022
6201,NORTHERN CAMBRIA HS,37.9,55.8,16.4,2022
1213,PENN CAMBRIA HS,,,,2022
1270,PORTAGE AREA JSHS,44,27.3,38.4,2022
7941,RICHLAND HS,10.7,34.3,27.6,2022
8379,WESTMONT HILLTOP JSHS,28.8,52.8,54.9,2022
1299,CAMERON COUNTY JSHS,33.3,69,29.5,2022
4870,CARBON CAREER & TECHNICAL INSTITUTE,33.3,43.3,29.4,2022
1307,JIM THORPE AREA HS,21.4,,37.8,2022
1315,LEHIGHTON AREA HS,13,35.5,26.7,2022
4734,PALMERTON AREA HS,21.1,,22.9,2022
8348,PANTHER VALLEY JSHS,20.5,53.3,45.7,2022
1327,WEATHERLY AREA SHS,36.4,50.5,25.9,2022
1335,BALD EAGLE AREA JSHS,57,52.9,,2022
1343,BELLEFONTE AREA HS,31.1,64.2,,2022
6231,PENNS VALLEY AREA JSHS,50,50.6,,2022
1364,STATE COLLEGE AREA HS,26.4,,37.3,2022
7691,21ST CENTURY CYBER CS,22,64.1,34.9,2022
7824,ACHIEVEMENT HOUSE CS,6,,26.1,2022
7858,AGORA CYBER CS,15.2,,15.5,2022
7721,AVON GROVE CS,19.1,57.9,27.8,2022
1367,AVON GROVE HS,4.2,61.8,20,2022
7292,CHESTER CO TECHNICAL COLLEGE HS-BRANDYWINE,,66.5,40.6,2022
7860,CHESTER CO TECHNICAL COLLEGE HS-PENNOCKS,,38.5,,2022
7293,CHESTER CO TECHNICAL COLLEGE HS-PICKERING,,44.7,,2022
5012,COATESVILLE AREA SHS,35.3,65,8.3,2022
7628,COLLEGIUM CS,43.8,59.4,25.8,2022
7759,DOWNINGTOWN HS EAST CAMPUS,52.7,,35.7,2022
1387,DOWNINGTOWN HS WEST CAMPUS,55.9,,44,2022
8174,DOWNINGTOWN STEM ACADEMY,35.6,33.3,23.8,2022
1424,GREAT VALLEY HS,8.9,48.1,,2022
8394,INSIGHT PA CYBER CS,17.2,54.1,30.2,2022
6482,KENNETT HS,13.6,72.5,31.1,2022
1414,OCTORARA AREA JSHS,28.8,71.8,3.8,2022
1406,OWEN J ROBERTS HS,37.3,43.6,39.1,2022
1420,OXFORD AREA HS,27.5,55.4,26.9,2022
7819,PENNSYLVANIA LEADERSHIP CS,23.3,41,30.8,2022
1426,PHOENIXVILLE AREA HS,54.9,58.1,31.6,2022
7636,RENAISSANCE ACADEMY CS,17.1,64.8,23.5,2022
1423,CONESTOGA SHS,12.1,59.2,,2022
1443,UNIONVILLE HS,26.2,42.8,13.8,2022
7894,WEST CHESTER BAYARD RUSTIN HS,44.8,57.8,,2022
6734,WEST CHESTER EAST HS,37.1,59.1,,2022
1453,WEST CHESTER HENDERSON HS,40.8,49.4,,2022
4664,ALLEGHENY-CLARION VALLEY HS,41.2,55,36.4,2022
1475,CLARION AREA JSHS,12.5,71.1,,2022
6909,CLARION COUNTY CAREER CENTER,,69.4,,2022
1480,CLARION-LIMESTONE AREA JSHS,52.2,62.9,,2022
1486,KEYSTONE JSHS,46.9,69,,2022
1489,NORTH CLARION CO JSHS,17.9,86.7,15.8,2022
1495,REDBANK VALLEY HS,48,,,2022
1501,UNION HS,40,70.3,,2022
6236,CLEARFIELD AREA JSHS,36.8,58,,2022
5276,CLEARFIELD COUNTY CTC,,68.3,,2022
1529,CURWENSVILLE AREA JSHS,,,29.1,2022
6156,DUBOIS AREA SHS,17.9,55.2,57.1,2022
5219,GLENDALE JSHS,,45.4,30,2022
8316,HARMONY AREA JSHS,16.7,,,2022
1550,MOSHANNON VALLEY JSHS,59.4,27.1,28,2022
1560,PHILIPSBURG-OSCEOLA AREA HS,37.1,52.8,33.3,2022
1566,WEST BRANCH AREA HS,22.7,66.7,35,2022
6241,BUCKTAIL HS,,58.6,32,2022
7589,CENTRAL MOUNTAIN HS,9.7,30.5,,2022
7635,SUGAR VALLEY RURAL CS,50,56.9,37.5,2022
8434,BENTON AREA HS,18.8,78.9,21.5,2022
1605,BERWICK AREA HS,42.9,50.4,24.3,2022
1612,BLOOMSBURG AREA HS,13.3,,22.8,2022
1619,CENTRAL COLUMBIA SHS,35.9,47.4,25.5,2022
5178,COLUMBIA-MONTOUR AVTS,14.9,50.4,40,2022
1623,MILLVILLE AREA JSHS,72.7,64.8,39,2022
1627,SOUTHERN COLUMBIA HS,32.6,51.5,,2022
7567,SUSQ-CYBER CS,,34,14.3,2022
8224,CONNEAUT AREA SENIOR HIGH,20.6,65.6,,2022
1632,COCHRANTON JSHS,31.4,68.4,6.7,2022
1654,MEADVILLE AREA SHS,30.3,54.5,30.9,2022
5179,CRAWFORD COUNTY CTC,,50,50,2022
1629,CAMBRIDGE SPRINGS JSHS,61.9,58.2,31.9,2022
6942,MAPLEWOOD JSHS,64.3,52.9,12.5,2022
6136,SAEGERTOWN JSHS,50,,,2022
1677,BIG SPRING HS,42,61.7,24.6,2022
1682,CAMP HILL SHS,37.9,55.6,36.1,2022
1694,CARLISLE AREA HS,29.8,53.4,44.4,2022
5277,CUMBERLAND PERRY AVTS,,42.9,41.8,2022
1701,CUMBERLAND VALLEY HS,24.1,69.1,24.2,2022
1707,EAST PENNSBORO AREA SHS,28.1,63.2,34.5,2022
5098,MECHANICSBURG AREA SHS,35.8,,42.9,2022
5221,SHIPPENSBURG AREA SHS,32.5,61.2,20.7,2022
6328,BOILING SPRINGS HS,50.6,57.1,39.2,2022
8278,CAPITAL AREA SCHOOL FOR THE ARTS CHARTER SCHOOL,29.6,65.9,20.8,2022
1746,CENTRAL DAUPHIN EAST SHS,19.6,54.9,23.7,2022
1745,CENTRAL DAUPHIN SHS,23.2,,15,2022
7774,COMMONWEALTH CHARTER ACADEMY CS,19.1,66.7,43.8,2022
5278,DAUPHIN COUNTY TECHNICAL SCHOOL,12.9,52.7,5,2022
4801,HERSHEY HS,25.1,72.9,3.5,2022
6330,HALIFAX AREA HS,55.6,46.3,34.6,2022
8376,COUGAR ACADEMY,,38,35.1,2022
6333,HARRISBURG HS,26.3,58.9,29.5,2022
7902,HARRISBURG HS - SCITECH CMP,35.1,68.9,30.4,2022
1776,LOWER DAUPHIN HS,17.7,26.3,15.6,2022
1790,MIDDLETOWN AREA HS,19.1,15.7,8.8,2022
1794,MILLERSBURG AREA SHS,25.7,74.1,13.8,2022
8366,REACH CYBER CS,10.8,57.6,,2022
1801,STEELTON-HIGHSPIRE HS,5.3,51.6,0,2022
1806,SUSQUEHANNA TWP HS,26.9,61.7,5.4,2022
6340,UPPER DAUPHIN AREA HS,35.1,48.3,17.9,2022
8258,CHESTER CHARTER SCHOLARS ACADEMY CS,,19.4,,2022
6492,CHESTER HS,0,44.1,37.6,2022
1849,CHICHESTER SHS,15.8,55.4,,2022
7058,DELAWARE COUNTY TECHNICAL HIGH SCHOOL-ASTON,,42.9,37.3,2022
1869,GARNET VALLEY HS,25,9.8,34.1,2022
1879,HAVERFORD SHS,5.9,21,28.1,2022
1885,INTERBORO SHS,49.4,56.5,33.5,2022
1902,MARPLE NEWTOWN SHS,24.4,,34.2,2022
1915,SUN VALLEY HS,25.5,72.6,18.7,2022
1921,RADNOR SHS,9.3,53.6,17.8,2022
1934,RIDLEY HS,27.5,58.3,23.9,2022
1942,PENNCREST HS,50.4,64.2,37,2022
6516,ACADEMY PARK HS,49,56.8,13.9,2022
1950,SPRINGFIELD HS,31.4,71.1,37,2022
1972,UPPER DARBY SHS,20.8,57.8,27.8,2022
5287,STRATH HAVEN HS,4.9,60.6,32.3,2022
8231,PENN WOOD HS,21.7,,19.5,2022
6218,JOHNSONBURG AREA HS,20.6,61.5,10.8,2022
1989,RIDGWAY AREA HS,61.5,45.5,34.1,2022
5169,ST MARYS AREA SHS,16.3,67.3,43.5,2022
1998,CORRY AREA HS,43.7,36.2,35.9,2022
8417,ERIE HS,5.9,57.4,24.8,2022
7515,NORTHWEST PA COLLEGIATE ACADEMY,30.8,60,36.1,2022
6737,FAIRVIEW HS,6.8,61.4,35.9,2022
2037,FORT LEBOEUF SHS,34.7,14.3,36.4,2022
2040,GENERAL MCLANE HS,18.8,12.8,33.6,2022
2043,GIRARD HS,20.5,77.6,37.1,2022
7948,HARBOR CREEK SENIOR HS,5.4,57.9,30.9,2022
4817,IROQUOIS JSHS,21.2,57.4,1.2,2022
8071,MCDOWELL HS,10.5,62.1,37,2022
6145,NORTH EAST HS,,59.1,67.7,2022
6745,NORTHWESTERN SHS,12.5,63.1,28.7,2022
7770,PERSEUS HOUSE CS OF EXCELLENCE,3.4,65.9,6.8,2022
2075,UNION CITY HS,22.6,56.2,6,2022
6148,SENECA HS,45,,17.1,2022
6001,ALBERT GALLATIN AREA SHS,13.6,41.7,,2022
4818,BROWNSVILLE AREA HS,44,12.9,,2022
6643,CONNELLSVILLE AREA CAREER & TECHNICAL CENTER,3.2,59.7,18.4,2022
5228,CONNELLSVILLE AREA SHS,23.2,50,29.7,2022
4842,FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE,,50.9,,2022
2126,FRAZIER HS,,31.5,20,2022
6600,LAUREL HIGHLANDS SHS,24.4,18.5,29,2022
2184,UNIONTOWN AREA SHS,22.2,56.4,11.4,2022
6159,EAST FOREST JSHS,,,42.1,2022
6161,WEST FOREST JSHS,,43.1,,2022
8244,CHAMBERSBURG AREA CAREER MAGNET SCH,19,46.6,28.3,2022
2191,CHAMBERSBURG AREA SHS,10.6,69,36.5,2022
2201,FANNETT-METAL SHS,,,32.8,2022
2206,GREENCASTLE-ANTRIM SHS,54.5,35.3,26.5,2022
6280,JAMES BUCHANAN HS,14.3,48.5,33.3,2022
2243,WAYNESBORO AREA SHS,29.3,45.2,,2022
6252,MCCONNELLSBURG HS,31,47.4,33.8,2022
2246,FORBES ROAD JSHS,50,60.9,35.4,2022
2253,SOUTHERN FULTON JSHS,30.6,45.8,,2022
7112,CARMICHAELS AREA HS,6.7,59.1,33.3,2022
5118,WAYNESBURG CENTRAL HS,32.1,66.1,44,2022
5282,GREENE COUNTY CTC,,54.2,30.6,2022
2280,JEFFERSON-MORGAN MS/HS,17.6,40,34.4,2022
2284,MAPLETOWN JSHS,,57.4,,2022
8442,WEST GREENE JSHS,0,61.1,22.6,2022
2305,HUNTINGDON AREA SHS,59.3,,22.5,2022
6606,HUNTINGDON COUNTY CTC,,50,,2022
2308,JUNIATA VALLEY JSHS,40,59.5,22.9,2022
7944,MOUNT UNION AREA SHS,45.8,55.9,,2022
7762,NEW DAY CHARTER SCHOOL,0,52.5,17.6,2022
2313,SOUTHERN HUNTINGDON CO HS/MS,37,,32.8,2022
8487,RIVER VALLEY HS,33.3,55.7,,2022
2331,HOMER-CENTER JSHS,27.3,45.1,34.3,2022
2325,INDIANA AREA SHS,11.3,,20,2022
7032,INDIANA COUNTY TECHNOLOGY CENTER,,37.3,33.9,2022
2339,MARION CENTER AREA JR/SR HS,46.7,55.4,53.3,2022
2345,PENNS MANOR AREA JSHS,15.8,7.7,32.4,2022
2350,PURCHASE LINE JSHS,24.5,48.9,,2022
2358,UNITED JSHS,13.3,,30.9,2022
2362,BROCKWAY AREA JSHS,5.6,60.2,,2022
6162,BROOKVILLE JSHS,18.2,41.4,,2022
5180,JEFFERSON COUNTY-DUBOIS AVTS,13.5,51.8,,2022
6165,PUNXSUTAWNEY AREA HS,14.8,75.4,35.1,2022
2394,EAST JUNIATA JSHS,50,53.4,37,2022
6255,JUNIATA SHS,46.7,54.1,10.6,2022
5091,ABINGTON HEIGHTS HS,25.5,31.6,23.5,2022
2420,CARBONDALE AREA JSHS,63.2,,32,2022
8312,DUNMORE JSHS,31,,39.5,2022
6404,LAKELAND JSHS,65.8,10.5,22.9,2022
8304,MID VALLEY SECONDARY CENTER,31.3,,40.7,2022
2446,NORTH POCONO HS,23.9,59.1,19.7,2022
2449,OLD FORGE JSHS,29.3,33,10.1,2022
2496,RIVERSIDE JSHS,10,66.4,32.9,2022
6413,SCRANTON HS,22.7,55.2,32.9,2022
2489,WEST SCRANTON HS,7.9,60.8,20.8,2022
6775,VALLEY VIEW HS,40,56.9,35.4,2022
6290,COCALICO SHS,26.4,63.3,37.4,2022
2515,COLUMBIA HS,6.3,54,38.1,2022
2532,CONESTOGA VALLEY SHS,9.4,43.9,37.7,2022
2539,DONEGAL HS,6.6,58.2,38.2,2022
2554,GARDEN SPOT SHS,31.7,58.5,31.4,2022
2562,ELIZABETHTOWN AREA SHS,10.7,31.4,,2022
6293,EPHRATA SHS,16.2,62.6,36.4,2022
2578,HEMPFIELD SHS,8.9,63.8,,2022
7538,LA ACADEMIA PARTNERSHIP CHARTER SCHOOL,,59.5,,2022
2607,LAMPETER-STRASBURG SHS,12,58.1,,2022
5285,LANCASTER COUNTY CTC-BROWNSTOWN CAMPUS,,62.9,8.5,2022
5283,LANCASTER COUNTY CTC-MT JOY CAMPUS,,64.3,,2022
5284,LANCASTER COUNTY CTC-WILLOW ST CAMPUS,,12.5,27.7,2022
2596,MCCASKEY CAMPUS,15.3,66.4,35.2,2022
7922,PHOENIX ACADEMY,,,34.6,2022
2618,MANHEIM CENTRAL SHS,29.6,,32.9,2022
2623,MANHEIM TWP HS,24.8,,27.1,2022
2633,PENN MANOR HS,14.8,32.5,12.1,2022
2649,PEQUEA VALLEY HS,26.7,,36.4,2022
2658,SOLANCO HS,45.3,57.1,,2022
2663,WARWICK SHS,33,56.3,28,2022
2675,LINCOLN JSHS,50,55.2,28.4,2022
2680,LAUREL HS,52.7,58.7,41.4,2022
4940,LAWRENCE COUNTY CTC,10.5,58,24.4,2022
2686,MOHAWK SHS,9.8,61.3,65.9,2022
2689,NESHANNOCK JSHS,55.8,60.3,33.3,2022
2704,NEW CASTLE SHS,25.9,82.4,,2022
2708,SHENANGO HS,41.7,38.8,36,2022
2712,UNION AREA HS,27.3,60.4,21.1,2022
2721,WILMINGTON AREA HS,31.4,67,7.4,2022
2725,ANNVILLE CLEONA HS,37.3,52.1,,2022
4800,CEDAR CREST HS,16.6,59.2,17.2,2022
2740,EASTERN LEBANON CO SHS,31.1,71.1,29,2022
5156,LEBANON COUNTY CTC,,66.3,44.5,2022
5155,LEBANON SHS,24.1,38.9,3.9,2022
2760,NORTHERN LEBANON SHS,38.7,65.4,6.1,2022
2766,PALMYRA AREA SHS,20.9,58.3,24.5,2022
8412,BUILDING 21 ALLENTOWN,,,33.2,2022
2795,LOUIS E DIERUFF HS,19.4,28.4,9.9,2022
2794,WILLIAM ALLEN HS,19.2,52.5,6,2022
2798,CATASAUQUA SHS,44.4,64.4,31.6,2022
2809,EMMAUS HS,30.6,34.4,5.7,2022
8325,EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL,,33.8,29.5,2022
8371,INNOVATIVE ARTS ACADEMY CS,,33,42.6,2022
5338,LEHIGH CAREER & TECHNICAL INSTITUTE,,41.9,33.4,2022
8125,LINCOLN LEADERSHIP ACADEMY CHARTER SCHOOL,6.3,56.6,23.7,2022
2818,NORTHERN LEHIGH SHS,27.3,33.3,,2022
2821,NORTHWESTERN LEHIGH HS,8.3,18.2,,2022
2829,PARKLAND HS,41.1,47.1,32.3,2022
2833,SALISBURY SHS,36.7,36.7,34.9,2022
2839,SOUTHERN LEHIGH SHS,7,43.9,32.4,2022
2848,WHITEHALL HS,34.3,55,19.8,2022
8446,CRESTWOOD SECONDARY CAMPUS,25.6,62,,2022
2869,DALLAS SHS,38.9,28.9,,2022
5242,GREATER NANTICOKE AREA SHS,20.5,56.4,9.8,2022
2891,HANOVER AREA JSHS,21.6,66.8,,2022
7348,HAZLETON AREA HS,15.3,62.2,43.8,2022
2924,LAKE-LEHMAN JSHS,37.5,62.2,10.9,2022
2958,NORTHWEST AREA HS,25,58.5,14.3,2022
5058,PITTSTON AREA SHS,25.2,39.1,,2022
5059,WEST SIDE CTC,3.3,50.9,5.3,2022
6632,WILKES-BARRE AREA CTC,,,25.3,2022
8495,WILKES-BARRE AREA HS,18.4,48.8,15.1,2022
8448,WILKES-BARRE AREA SD STEM ACADEMY,30.8,65.5,19.2,2022
6390,WYOMING AREA SEC CTR,42.9,53.7,37.8,2022
6391,WYOMING VALLEY WEST SHS,5.7,42.2,34.8,2022
6364,HUGHESVILLE JSHS,51.7,16.1,,2022
3034,JERSEY SHORE AREA SHS,30.8,,0,2022
4828,LOYALSOCK TWP SHS,10.7,44.4,31,2022
7291,LYCOMING CTC,,57.1,,2022
3040,MONTGOMERY JSHS,,54.3,15.3,2022
3045,MONTOURSVILLE AREA SHS,32.6,54,30.8,2022
3048,MUNCY JSHS,50,50,40.3,2022
3056,SOUTH WILLIAMSPORT AREA JSHS,6.7,,28,2022
6368,WILLIAMSPORT AREA SHS,44.1,75.3,3.7,2022
4691,BRADFORD AREA HS,11.6,,,2022
5245,KANE AREA HS,15.8,,18.2,2022
3107,OTTO-ELDRED JSHS,28.1,46.6,,2022
3111,PORT ALLEGANY JSHS,20.9,60,12.9,2022
7013,SENECA HIGHLANDS CAREER AND TECHNICAL CENTER,,45.8,,2022
3117,SMETHPORT AREA JSHS,30,51.4,24.8,2022
6122,COMMODORE PERRY JSHS,,66.9,24.5,2022
5248,FARRELL AREA HS/UMS,19.2,64.5,57.1,2022
3137,GREENVILLE JSHS,34.4,54.3,5.3,2022
3145,GROVE CITY AREA HS,28.6,31,38.9,2022
3150,HICKORY HS,7.6,,,2022
6126,JAMESTOWN AREA JSHS,30.8,45.8,,2022
7506,KEYSTONE EDUCATION CENTER CS,0,52.6,34.3,2022
8481,LAKEVIEW MIDDLE-HS,39.1,28.6,40,2022
3158,MERCER AREA SHS,70,61.9,,2022
3165,REYNOLDS JSHS,35.3,42.3,,2022
8093,SHARON HS,46.2,61.5,11.9,2022
3124,SHARPSVILLE AREA SHS,,78,22.5,2022
6129,WEST MIDDLESEX AREA JSHS,43.2,28,32.5,2022
8187,MIFFLIN CO HS,18.3,69.6,,2022
7641,EAST STROUDSBURG SHS NORTH,27.7,77.3,,2022
6935,EAST STROUDSBURG SHS SOUTH,47.5,,30.3,2022
7866,EVERGREEN COMMUNITY CS,,78,11.5,2022
6674,MONROE CAREER & TECH INST,,56.2,32,2022
3210,PLEASANT VALLEY HS,19.3,66.2,44.4,2022
3216,POCONO MOUNTAIN EAST HS,24.2,58.6,,2022
7738,POCONO MOUNTAIN WEST HS,19.2,53.1,,2022
3224,STROUDSBURG HS,14.9,47.6,41.7,2022
3241,ABINGTON SHS,44.8,51.9,27.9,2022
4967,CENTRAL MONTCO TECHNICAL HIGH SCHOOL,,100,,2022
3260,CHELTENHAM HS,39.1,,27.4,2022
3333,PLYMOUTH-WHITEMARSH SHS,40.4,60.5,,2022
3272,HATBORO-HORSHAM SHS,22,46.6,,2022
8049,JENKINTOWN MIDDLE/HIGH SCHOOL,38.1,35.7,,2022
3296,HARRITON SHS,32,66.8,38.1,2022
3295,LOWER MERION HS,34.5,51.7,40.2,2022
4960,LOWER MORELAND HS,39.6,,14,2022
3305,METHACTON HS,27.4,47,32.1,2022
6729,NORRISTOWN AREA HS,23.5,62.4,26.3,2022
5345,NORTH PENN SHS,28,,38.6,2022
7687,PENNSYLVANIA VIRTUAL CS,25.5,50.9,23.3,2022
3328,PERKIOMEN VALLEY HS,39.3,61.1,21.9,2022
3338,POTTSGROVE SHS,23.5,65.7,42.1,2022
3348,POTTSTOWN SHS,15.7,65,12.5,2022
3354,SOUDERTON AREA SHS,28.3,62.9,40.5,2022
3376,SPRINGFIELD TWP HS,15.9,42.6,27.3,2022
3367,SPRING-FORD SHS 9-12 CTR,23.2,62.3,37.5,2022
5078,UPPER DUBLIN HS,29.7,54.3,27,2022
3395,UPPER MERION HS,22.2,56.7,16.1,2022
3401,UPPER MORELAND HS,20.3,60,30.8,2022
5081,UPPER PERKIOMEN HS,18.1,33.5,46.3,2022
3247,WISSAHICKON SHS,36.7,67.4,38.4,2022
3425,DANVILLE AREA SHS,38.9,62.7,18.6,2022
3434,BANGOR AREA HS,23.1,,14.8,2022
4957,FREEDOM HS,39.6,59,,2022
3465,LIBERTY HS,28,61.2,28.5,2022
5286,BETHLEHEM AVTS,,69.4,50,2022
3482,EASTON AREA HS,37.5,65.2,,2022
7681,LEHIGH VALLEY ACADEMY REGIONAL CS,50,70.5,26.8,2022
7634,LEHIGH VALLEY CHARTER HIGH SCHOOL FOR THE ARTS,45.8,68.9,34.8,2022
3495,NAZARETH AREA HS,38.5,36.4,27.4,2022
3505,NORTHAMPTON AREA HS,43.6,52.6,29.4,2022
6439,PEN ARGYL AREA HS,23.2,50.1,,2022
5352,SAUCON VALLEY SHS,16.9,,,2022
3522,WILSON AREA HS,35.5,49.5,24.1,2022
3532,LINE MOUNTAIN HS,11.8,69.7,33.1,2022
3541,MILTON HS,48.2,71.1,26.5,2022
6936,MOUNT CARMEL AREA HS,37,68.5,,2022
7893,SHAMOKIN AREA HS,21.6,56.8,,2022
3569,SHIKELLAMY HS,16.7,60.9,50,2022
5103,WARRIOR RUN HS,40,50.3,32.6,2022
6341,GREENWOOD HS,33.3,62.9,38.6,2022
7930,NEWPORT HS,34.1,70.8,2.9,2022
3589,SUSQUENITA HS,32.9,54,2.9,2022
3596,WEST PERRY SHS,29.7,51.1,21.4,2022
8148,ASPIRA BILINGUAL CYBER CHARTER SCHOOL,0,60.5,9.6,2022
7750,BELMONT CHARTER SCHOOL,0,36,18.8,2022
7981,BOYS LATIN OF PHILADELPHIA CS,7.1,54.3,16.3,2022
7510,COMMUNITY ACADEMY OF PHILADELPHIA CS,4,56,6,2022
7665,ESPERANZA ACADEMY CHARTER SCHOOL,,63.2,29,2022
8216,ESPERANZA CYBER CS,3.8,54.1,,2022
7744,FIRST PHILADELPHIA PREPARATORY CHARTER SCHOOL,,64.6,0,2022
7666,FRANKLIN TOWNE CHS,17.9,8.6,11,2022
7586,FREIRE CS,54.3,0,,2022
7542,IMHOTEP INSTITUTE CHS,8.3,,25.7,2022
8358,KIPP DUBOIS CHARTER SCHOOL,0,39.2,34.9,2022
7672,MARIANA BRACETTI ACADEMY CS,52.6,40.2,16.4,2022
